X,y
"[0.80015179 0.76428191 0.74508736 0.74711642 0.76105041 0.76342731
 0.76485184 0.76348635 0.76283654 0.79548413 0.79154913 0.78675897
 0.78725905 0.82323455 0.81383893 0.80769243 0.80766139 0.84595585
 0.83304581 0.82561169 0.82645781 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",carro
"[0.89165003 0.85522848 0.81418652 0.78860472 0.78129183 0.82722332
 0.78797413 0.79465629 0.808643   0.84822356 0.8076259  0.80985691
 0.82248073 0.86630075 0.82861405 0.83102439 0.84197346 0.88012982
 0.84753356 0.84917555 0.85892029 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",carro
"[0.89448158 0.85800645 0.81456236 0.78854527 0.78375248 0.82641342
 0.78109251 0.79238469 0.80960598 0.84546413 0.79905323 0.80475977
 0.82071346 0.86160893 0.81879801 0.82403079 0.83764272 0.87402374
 0.83825203 0.84190674 0.85370855 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",carro
"[0.81543972 0.77891881 0.75518085 0.75432672 0.7669562  0.77248139
 0.76668594 0.76714997 0.76888812 0.80348608 0.79346238 0.79088777
 0.79409902 0.8307829  0.81713821 0.81288395 0.81508458 0.85333303
 0.83756715 0.8318767  0.83472634 0.88669012 0.85297885 0.81345033
 0.78703367 0.78582916 0.83489628 0.78025236 0.79342055 0.81353892
 0.84759788 0.79354241 0.80328386 0.82310664 0.85531138 0.80859403
 0.81678625 0.8328285  0.85929963 0.82243246 0.83021772 0.84637582]",carro
"[0.79009853 0.75613492 0.73610371 0.73710297 0.74963304 0.75439973
 0.75944517 0.75775669 0.75449491 0.78428639 0.78310573 0.77830046
 0.77657157 0.81074648 0.80431082 0.7988365  0.79709094 0.8330626
 0.82336405 0.816442   0.81529654 0.89745502 0.86766625 0.82812657
 0.79919185 0.79404007 0.84317992 0.78781881 0.80393133 0.82560094
 0.8528486  0.79877076 0.81072336 0.83129131 0.85881811 0.81243863
 0.82239104 0.83867238 0.86191441 0.82528887 0.83465729 0.85092491]",carro
"[0.7396925  0.69897271 0.67714186 0.67706715 0.67929034 0.68046506
 0.6719577  0.66153027 0.64943137 0.71107552 0.71815571 0.72331979
 0.72408604 0.74419976 0.75032445 0.75210938 0.75094582 0.77547781
 0.77873672 0.7788649  0.7777724  0.89836677 0.87645405 0.83956343
 0.81734963 0.80923859 0.79379501 0.7628117  0.73839939 0.71923175
 0.80871041 0.79479125 0.81767236 0.83883539 0.83287846 0.82533284
 0.84302997 0.85836586 0.86339423 0.85343555 0.85929722 0.86577263]",atropellar
"[0.86792064 0.83187332 0.78933222 0.7613049  0.74900378 0.7759923
 0.73820972 0.71361868 0.69490821 0.78546686 0.75639788 0.76865207
 0.78189649 0.8008494  0.77925209 0.78936168 0.80031556 0.81900956
 0.80079175 0.8092892  0.8187757  0.91461354 0.9099129  0.88868999
 0.87103299 0.8552756  0.82034901 0.79430182 0.7763348  0.76198443
 0.81174723 0.80905168 0.84393784 0.86873858 0.81499269 0.82009699
 0.85442699 0.87968029 0.82809614 0.83113451 0.85705314 0.87823306]",atropellar
"[0.75433195 0.71550622 0.68943254 0.68596898 0.68848568 0.68850342
 0.67013301 0.65529888 0.64086123 0.71655734 0.71654971 0.72452467
 0.72872777 0.74937365 0.75219795 0.75745707 0.76009828 0.781665
 0.78457914 0.78777574 0.78987436 0.91489024 0.88996511 0.85412675
 0.83004921 0.81773013 0.81044247 0.79039915 0.80694187 0.82700974
 0.82257105 0.80598881 0.82325029 0.84123543 0.84316451 0.83515476
 0.85291875 0.86970076 0.86965936 0.86029862 0.86822778 0.8775367 ]",atropellar
"[0.72473892 0.68817334 0.66757716 0.66917941 0.67481337 0.67140887
 0.67305931 0.67414946 0.66904929 0.70181503 0.71052264 0.71449365
 0.71393958 0.73361543 0.74161643 0.74401781 0.74289706 0.76401124
 0.76985858 0.77045424 0.76958634 0.89183989 0.86659373 0.82842519
 0.80590807 0.79897037 0.78973063 0.76110583 0.73810211 0.72033386
 0.80630021 0.79119235 0.80987213 0.82879467 0.8307195  0.82258284
 0.83694472 0.85031187 0.86070738 0.84993726 0.85342983 0.8585203 ]",atropellar
"[0.86000763 0.82588702 0.78531137 0.75964755 0.75043014 0.77277589
 0.74007078 0.71729202 0.69987096 0.78465229 0.75870247 0.7696665
 0.78227435 0.80289428 0.78316007 0.7935492  0.80450515 0.82386148
 0.80765246 0.81677241 0.82627229 0.9194739  0.91414516 0.89232
 0.87369015 0.85664593 0.83040953 0.80202549 0.78486355 0.77234658
 0.82373942 0.81245483 0.84321629 0.86663579 0.82669828 0.82406489
 0.85602038 0.88101115 0.83850858 0.83685864 0.86015537 0.88004905]",atropellar
"[0.86586845 0.83480696 0.795719   0.76857094 0.75502048 0.78017763
 0.74560026 0.7191588  0.69865829 0.78720096 0.76095183 0.77350915
 0.78710421 0.80174992 0.78352544 0.79547663 0.80779113 0.82016568
 0.80718559 0.81830979 0.82854858 0.89462194 0.89524448 0.88154651
 0.8673301  0.85373112 0.82397123 0.79949574 0.78771903 0.78063592
 0.81444663 0.80425712 0.82954579 0.85089253 0.81370196 0.81388429
 0.84363806 0.86678419 0.81996882 0.82366744 0.84721547 0.86630358]",atropellar
"[0.875373   0.85716945 0.82665382 0.79865166 0.77413532 0.8272031
 0.78069992 0.7526661  0.73233934 0.83059198 0.77916675 0.74664117
 0.72263213 0.83636449 0.78810338 0.76069526 0.74084151 0.84353488
 0.80905072 0.79060252 0.77867729 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",esposa
"[0.75315994 0.72406672 0.69758613 0.67987752 0.66704091 0.69139119
 0.67155352 0.6612797  0.65980259 0.6969662  0.67211073 0.67982353
 0.69504904 0.70428532 0.68034058 0.69163199 0.70795756 0.71445225
 0.69135571 0.69719118 0.709774   0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",esposa
"[0.86915858 0.84987755 0.8222006  0.79681283 0.77161088 0.81682365
 0.77391961 0.74542568 0.72443372 0.8219718  0.77507065 0.74351337
 0.72036838 0.83083919 0.78937804 0.76424398 0.744984   0.84218733
 0.8144106  0.79886129 0.78772358 0.59953705 0.59940084 0.58263217
 0.56570965 0.55361585 0.55209436 0.53757224 0.54880557 0.55941614
 0.54601621 0.53420344 0.54694802 0.55868567 0.53956729 0.52992348
 0.54541108 0.55918103 0.53378064 0.52543225 0.53720111 0.54916431]",esposa
"[0.57876389 0.58413733 0.56916887 0.55395448 0.54271343 0.54044776
 0.52667375 0.52581194 0.52781421 0.53323611 0.53113332 0.54658247
 0.55788981 0.52591215 0.52939268 0.54967604 0.56135237 0.51847015
 0.51983064 0.53630505 0.54699775 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",esposa
"[0.74263542 0.71374496 0.68704346 0.66858627 0.65414193 0.67897363
 0.65884248 0.64842787 0.64575865 0.68384887 0.65919966 0.66672299
 0.6812505  0.69030479 0.66712389 0.67898294 0.69532588 0.69960182
 0.67788518 0.68421215 0.69669796 0.76061595 0.73021335 0.70012857
 0.67505258 0.6543565  0.70596709 0.67860341 0.66576203 0.65700777
 0.72174217 0.6905558  0.67352428 0.65910097 0.74151134 0.71624047
 0.69865025 0.68173455 0.76544448 0.755014   0.74708359 0.73950217]",esposa
"[0.76612006 0.73659931 0.71163497 0.69473149 0.68183156 0.70920113
 0.69015938 0.68080584 0.67956275 0.71454368 0.69132431 0.69560552
 0.70757823 0.72122042 0.69748586 0.70532595 0.71946094 0.72996715
 0.70718771 0.71052984 0.72117892 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",esposa
"[0.9252679  0.87183418 0.83415233 0.82227846 0.82946841 0.80577786
 0.80060062 0.81727666 0.83087226 0.82369249 0.82194606 0.83491656
 0.84584525 0.84642796 0.84648652 0.85536527 0.86317866 0.86998865
 0.87015057 0.87745562 0.88428016 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",carro
"[0.75521829 0.70739647 0.69222243 0.70087544 0.72091648 0.71097849
 0.70592766 0.70830697 0.71409999 0.74499966 0.73786727 0.73559718
 0.73747093 0.77374614 0.76234244 0.75763731 0.75809795 0.79614704
 0.78376347 0.78024889 0.78128293 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",carro
"[0.91758546 0.86441294 0.82842279 0.81812359 0.82635307 0.80107174
 0.7970391  0.81329433 0.82609491 0.82031645 0.82089601 0.83344659
 0.84286752 0.84426615 0.84652666 0.85461996 0.86082789 0.86879633
 0.87061338 0.87694854 0.88237794 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",carro
"[0.9309211  0.88208605 0.84484937 0.82934091 0.83278739 0.81136782
 0.80406057 0.82343366 0.83833532 0.82729004 0.82608563 0.84148723
 0.85342777 0.84923233 0.85018579 0.86112293 0.86997908 0.87226133
 0.8733299  0.88180463 0.88928189 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",carro
"[0.77487619 0.72732733 0.70931268 0.71531025 0.73445716 0.72222551
 0.71634517 0.72071002 0.72719105 0.75487174 0.74866144 0.74833859
 0.75107328 0.78424636 0.7748305  0.77205326 0.77327516 0.80864524
 0.79821659 0.79631768 0.79809782 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",carro
"[0.73427335 0.69090031 0.67909948 0.68937048 0.70920003 0.70254397
 0.69381584 0.69381133 0.69868251 0.73503122 0.72520252 0.72132241
 0.72271724 0.76208412 0.74910928 0.74336132 0.74346799 0.78307629
 0.76982542 0.76545001 0.76618159 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",carro
"[0.69938791 0.69493275 0.67990139 0.66701328 0.66290363 0.63415336
 0.6295738  0.65630396 0.67679658 0.63174212 0.67387535 0.69502855
 0.69210689 0.64054931 0.68712056 0.701883   0.69580051 0.65302931
 0.6912085  0.70560893 0.70371873 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",fosforo
"[0.6722668  0.62623247 0.5744867  0.53830628 0.51678858 0.54951491
 0.49047122 0.46032987 0.43596999 0.54987998 0.4770559  0.43549439
 0.40297998 0.5563206  0.48565997 0.44383142 0.41003631 0.56809369
 0.51280623 0.48099719 0.45355063 0.61392374 0.60046894 0.54716982
 0.51188717 0.48284926 0.458093   0.43472167 0.41644794 0.40277829
 0.45451392 0.42456799 0.40426713 0.38779031 0.46116161 0.43366696
 0.41459646 0.39801253 0.47998549 0.45309662 0.439288   0.42760625]",vecino
"[0.84624991 0.81919441 0.80640668 0.81270814 0.82521083 0.78293936
 0.8109623  0.82608558 0.83614414 0.79288431 0.8158125  0.82506588
 0.83045384 0.81068797 0.82936687 0.83668964 0.83995229 0.83605583
 0.8488256  0.85274246 0.85394866 1.03623684 0.993535   0.94695433
 0.91573508 0.89335026 0.96764404 0.91821348 0.88327254 0.85506592
 0.97862258 0.91688503 0.87620928 0.83982739 0.98619171 0.92323192
 0.88446121 0.84929662 0.9893592  0.93371163 0.90266784 0.8755211 ]",vecino
"[0.69410659 0.6451161  0.59288016 0.55751752 0.53693533 0.56524688
 0.51124716 0.47974716 0.45369249 0.5682252  0.50127548 0.46105726
 0.42922554 0.57717437 0.51145663 0.47114418 0.43828333 0.59204062
 0.5397983  0.50899825 0.48191919 0.66314221 0.64446551 0.58535262
 0.54722393 0.518785   0.50328016 0.47232128 0.44837423 0.43013037
 0.50212241 0.46412388 0.43801038 0.41626639 0.51073797 0.47407332
 0.44947465 0.42838971 0.53051607 0.49647396 0.47609474 0.45930393]",vecino
"[0.65815019 0.61404467 0.56089893 0.52179331 0.49698547 0.53570767
 0.46980019 0.43214987 0.40181524 0.53536351 0.45756829 0.41219602
 0.37669085 0.53865081 0.46527767 0.42054882 0.38527232 0.54621618
 0.48870049 0.45482878 0.42616456 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",vecino
"[0.83468413 0.80545649 0.79058828 0.79472779 0.8060413  0.76727421
 0.79188928 0.80459404 0.81301443 0.77706248 0.79611912 0.80257798
 0.80554036 0.79474549 0.80942122 0.8143702  0.81584266 0.81981659
 0.82967733 0.83190809 0.83168143 1.02310301 0.97312516 0.92458412
 0.89253596 0.87087796 0.94251206 0.89194574 0.85671767 0.82776222
 0.95298343 0.8889973  0.84938487 0.81374934 0.96051143 0.89551058
 0.85735399 0.82134379 0.96292686 0.90743202 0.87721489 0.84929684]",vecino
"[0.85863313 0.83104205 0.81947588 0.82640133 0.84078291 0.79866611
 0.82996638 0.84707122 0.8590595  0.81001127 0.83715171 0.84862521
 0.85619347 0.82888652 0.84873613 0.85784564 0.8627624  0.85509917
 0.87040748 0.87607133 0.87906529 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",vecino
"[0.94092905 0.91217527 0.89470255 0.90414036 0.91975124 0.91176283
 0.92146508 0.94497369 0.96699024 0.9452566  0.9459488  0.9601508
 0.97310583 0.97298948 0.97809278 0.98438454 0.98873925 1.00001542
 1.01524772 1.02350783 1.02859252 0.98119612 0.92312802 0.87870233
 0.84642148 0.81719948 0.91155406 0.91927461 0.93365662 0.94972205
 0.95169735 0.94363276 0.94019171 0.93814118 0.98323694 0.98223727
 0.98581612 0.98812633 1.00677301 1.01296895 1.02141264 1.02755759]",personaacostada
"[0.91081046 0.87328024 0.8272003  0.79985219 0.78346027 0.824156
 0.79853631 0.78967035 0.78557169 0.83694673 0.78378873 0.75648983
 0.73834557 0.85246153 0.80341912 0.77819378 0.76142686 0.86693495
 0.83848888 0.82096705 0.80763597 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",personaacostada
"[0.85665888 0.83027688 0.7912013  0.77105146 0.76252036 0.7775356
 0.74271631 0.7323279  0.72755975 0.78327645 0.72315631 0.69903523
 0.68531408 0.79377149 0.73605701 0.71043657 0.69422548 0.80576009
 0.77254127 0.75246467 0.73720616 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",personaacostada
"[0.93925229 0.90882572 0.89279532 0.9028371  0.9174672  0.90437339
 0.91373544 0.93273095 0.95244233 0.93519572 0.9409655  0.953854
 0.9672161  0.96062034 0.97184282 0.98019426 0.98699725 0.98449822
 1.0014071  1.01026492 1.01643634 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",personaacostada
"[0.97012829 0.91619496 0.87489441 0.84469891 0.81657681 0.91480284
 0.9235308  0.94107014 0.95995421 0.95578706 0.95809985 0.95794257
 0.95982333 0.98642614 0.99462239 1.00298383 1.01157939 1.00816993
 1.02105346 1.03333357 1.04452486 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",personaacostada
"[0.98255846 0.97064534 0.96700022 0.96517347 0.96567846 0.99680427
 1.00352377 1.0125895  1.02026648 1.01326989 1.02638099 1.03535718
 1.04057836 1.02530258 1.03916065 1.04751802 1.05346021 1.03349969
 1.04791925 1.05536172 1.06027088 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",hijo
"[1.09384537 1.07467997 1.06314781 1.0519797  1.04158424 1.0976196
 1.10991635 1.11788099 1.11962402 1.11782907 1.1318701  1.13938417
 1.14231956 1.132504   1.14530485 1.15319972 1.15836691 1.14112524
 1.15492025 1.16187674 1.16496282 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",hijo
"[0.96829359 0.96062374 0.94966099 0.94696966 0.9488902  0.94039656
 0.92258167 0.90742915 0.89440822 0.94426328 0.92229933 0.89832314
 0.87623207 0.94817052 0.92292191 0.89736546 0.87247776 0.95190692
 0.92820689 0.9093033  0.89268007 0.86433827 0.82868488 0.80471037
 0.78446646 0.7650647  0.85362907 0.87938673 0.89553317 0.90996129
 0.87301754 0.89476408 0.90882745 0.92199619 0.88608884 0.90376285
 0.91768633 0.93034557 0.89589972 0.90620672 0.91580832 0.92516987]",cocina
"[0.84294762 0.80808751 0.78198808 0.76731458 0.75260429 0.81571917
 0.81177428 0.80529996 0.79961741 0.84329585 0.83648309 0.82259415
 0.80926774 0.86249691 0.85519112 0.84273605 0.83047063 0.87441328
 0.8687482  0.861434   0.85268984 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",cocina
"[0.86663583 0.83436621 0.81156621 0.79197823 0.77073561 0.85524703
 0.87933683 0.89360261 0.90685373 0.87080598 0.89653133 0.91344626
 0.92878511 0.88208316 0.90419566 0.92033415 0.93463672 0.89075232
 0.90429016 0.91516499 0.92525299 0.9686952  0.9415957  0.91363211
 0.89588913 0.88723644 0.93662307 0.91378891 0.89233666 0.87510532
 0.94851655 0.91988441 0.89039492 0.86617312 0.95466785 0.9262456
 0.89784433 0.87262052 0.95636592 0.93236913 0.91127051 0.89207103]",cocina
"[0.98042534 0.97154841 0.9577703  0.95461932 0.95592618 0.94517212
 0.9189088  0.89852611 0.87984914 0.94942674 0.91864219 0.89205972
 0.86862961 0.95265601 0.92037321 0.89406727 0.87005486 0.95442005
 0.92655546 0.9054534  0.88725129 0.84826403 0.81624141 0.7967182
 0.780021   0.76147304 0.85022189 0.88000391 0.89868271 0.91592704
 0.86811758 0.89791654 0.91692644 0.93417451 0.87947958 0.90509795
 0.92362148 0.93919865 0.88762114 0.90462982 0.91786747 0.92948119]",cocina
"[0.85725768 0.82373412 0.79777415 0.77979264 0.76420337 0.83228534
 0.82690484 0.81856812 0.81203258 0.85818558 0.84904179 0.83426993
 0.82037895 0.87657373 0.86643437 0.85182562 0.83732859 0.88729112
 0.87919609 0.87010476 0.8604717  0.88990314 0.85498277 0.8237033
 0.79785731 0.7689916  0.81666215 0.81785186 0.81505006 0.81388909
 0.83564692 0.84338948 0.84593839 0.84956874 0.85600942 0.86337383
 0.86610005 0.87061595 0.87710595 0.87991557 0.88308415 0.88724661]",cocina
"[0.90729344 0.86881537 0.82220433 0.79043909 0.76340364 0.83861379
 0.80995399 0.79187943 0.77931204 0.85989765 0.82371909 0.81301606
 0.8132295  0.87988328 0.84075168 0.82950671 0.82702075 0.89618574
 0.86190196 0.8508616  0.84645075 0.81120065 0.78256749 0.76495739
 0.7573312  0.75323517 0.80274974 0.80017377 0.79251057 0.78516147
 0.8246114  0.82167762 0.81031101 0.79955373 0.84055496 0.83836346
 0.82624668 0.81480626 0.85157562 0.85051963 0.84256147 0.83389513]",cocina
"[0.61180553 0.57505693 0.54965348 0.5434987  0.55281779 0.53784425
 0.53516568 0.54323456 0.55052782 0.5646161  0.56972234 0.57778319
 0.57885383 0.59380844 0.60021228 0.60307569 0.60071018 0.62173164
 0.62294783 0.62365963 0.62305812 0.83071557 0.78428066 0.74544669
 0.7187691  0.6955264  0.7326982  0.69797042 0.67965517 0.66830625
 0.74193618 0.69983243 0.71238925 0.73164329 0.75339902 0.71350701
 0.72963928 0.74976668 0.76610524 0.73140001 0.73850049 0.75039265]",agredir
"[0.83036827 0.80504758 0.76954954 0.74107889 0.72277435 0.76656334
 0.7316442  0.71750645 0.71135773 0.76994907 0.72656219 0.73346197
 0.74499876 0.77350945 0.73188083 0.74309757 0.75723226 0.77783011
 0.74398885 0.75359199 0.76650054 0.83460628 0.82720449 0.80263776
 0.78475898 0.76836541 0.73671848 0.74860256 0.77510828 0.78994387
 0.73789359 0.75751405 0.78650166 0.80183442 0.74704237 0.76701432
 0.7938637  0.80871586 0.76255693 0.77697989 0.79694535 0.81038912]",agredir
"[0.62952767 0.59303811 0.56482928 0.5540376  0.55571158 0.55673065
 0.55219202 0.55672633 0.56054035 0.5821234  0.58084183 0.58714057
 0.58949326 0.60966187 0.60837983 0.61157028 0.61183318 0.6361368
 0.63208936 0.63316935 0.63449827 0.83911101 0.79228309 0.75289805
 0.72420988 0.70095094 0.73477657 0.70379345 0.71721568 0.73532378
 0.74267574 0.70815734 0.72442896 0.7446717  0.75400385 0.72045637
 0.73827248 0.75902625 0.76791897 0.73896306 0.7479503  0.76105987]",agredir
"[0.60000087 0.57101445 0.54784715 0.53430702 0.53053404 0.54417817
 0.53560882 0.53318387 0.53052434 0.56528006 0.5657654  0.56762671
 0.5661313  0.58929363 0.59200951 0.5934961  0.59246183 0.61338833
 0.61455078 0.61436366 0.61362004 0.82638551 0.7758976  0.73764668
 0.71139165 0.68863471 0.72903354 0.69495128 0.68302727 0.67889223
 0.73899774 0.69321348 0.70162283 0.71992078 0.75044208 0.70762378
 0.72021921 0.73922255 0.7624191  0.72690528 0.73143796 0.74255179]",agredir
"[0.81945827 0.79277589 0.75858411 0.73163139 0.7145786  0.75508105
 0.72127375 0.70394603 0.69543011 0.75904239 0.71708778 0.72157422
 0.73144804 0.76347978 0.72303666 0.73252335 0.74548389 0.76876112
 0.73571395 0.74388626 0.7559398  0.83861909 0.82809698 0.80153715
 0.78109831 0.76255247 0.7383525  0.74974215 0.77665362 0.7937817
 0.74011488 0.75430341 0.78069118 0.79722179 0.74960571 0.76350073
 0.78820064 0.80420669 0.76559932 0.77593289 0.79403562 0.80794189]",agredir
"[0.84299276 0.81989177 0.7833794  0.75377945 0.73433662 0.78320218
 0.74036313 0.73427513 0.73644203 0.78640566 0.73652698 0.74467219
 0.75699463 0.78901057 0.74217652 0.75389395 0.76934211 0.79226204
 0.75550471 0.76509915 0.77851764 0.82792671 0.82383438 0.80145858
 0.78445338 0.76865768 0.73505119 0.75372671 0.78057964 0.79507586
 0.73600407 0.7592459  0.78591493 0.79999988 0.74479761 0.76773672
 0.79335226 0.80767607 0.76031243 0.77751355 0.79694852 0.81031507]",agredir
"[0.67074868 0.66076123 0.63799461 0.62297941 0.61063589 0.59302636
 0.56631354 0.55249036 0.54150285 0.58928455 0.57840792 0.60633927
 0.62644589 0.58924495 0.58426159 0.61141968 0.62836571 0.59217532
 0.58883552 0.60908108 0.62349407 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",hermana
"[0.76912146 0.73858988 0.71292345 0.69355435 0.67557653 0.71489368
 0.68967561 0.66825103 0.65114279 0.72509617 0.69453654 0.70071726
 0.71233751 0.73593398 0.70355857 0.7130533  0.72789002 0.74872328
 0.71972694 0.72245738 0.73320395 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",hermana
"[0.67858825 0.66593232 0.64101311 0.62429101 0.60970608 0.59576317
 0.56848449 0.55184969 0.53843128 0.59279145 0.58036751 0.6064151
 0.62676579 0.59449582 0.58769954 0.61438077 0.63276932 0.59989606
 0.59470166 0.61357699 0.62889116 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",hermana
"[0.66446546 0.6562392  0.63588597 0.62155495 0.60982362 0.58786414
 0.56464726 0.55262292 0.54287456 0.58177526 0.5770702  0.60265468
 0.6205088  0.58039715 0.58088856 0.60709104 0.62314915 0.58289457
 0.58380102 0.60356334 0.61741333 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",hermana
"[0.76211649 0.73229254 0.70494591 0.68483138 0.66685004 0.70471175
 0.67984875 0.65741207 0.63936519 0.71451788 0.68462663 0.69234908
 0.70564458 0.72531486 0.69443745 0.70442739 0.71950076 0.73861348
 0.71090915 0.71401543 0.72478652 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",hermana
"[0.77323399 0.74407791 0.71942916 0.70082159 0.68375608 0.72432367
 0.70127341 0.681081   0.66498343 0.73492941 0.70548152 0.70935187
 0.71986483 0.74617521 0.7152596  0.72171713 0.73468284 0.75905523
 0.73154354 0.73243003 0.74171615 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",hermana
"[0.95485113 0.90732394 0.86028146 0.82562932 0.79546327 0.88124255
 0.88115824 0.88930781 0.90161485 0.92150382 0.90492921 0.89375744
 0.88911684 0.95537861 0.93132752 0.91888819 0.91506278 0.98344571
 0.96393093 0.9504838  0.94150744 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",basura
"[0.69706451 0.6708114  0.65517237 0.6401935  0.6118039  0.67751912
 0.72828682 0.75460227 0.77320077 0.71580296 0.77003868 0.79901012
 0.81959364 0.75035109 0.78954247 0.7848448  0.77440469 0.78156364
 0.80277986 0.79475646 0.78403523 0.93957369 0.89640891 0.87866648
 0.89000522 0.90712255 0.90189615 0.91023968 0.91278445 0.91663063
 0.93845968 0.92840551 0.90938429 0.89739189 0.96239558 0.94488505
 0.92469561 0.91473389 0.97779495 0.95786287 0.93765617 0.92634091]",basura
"[0.94275203 0.89775232 0.85226647 0.8182033  0.78591145 0.86558279
 0.87024172 0.88150603 0.89364486 0.90399764 0.90166109 0.89712685
 0.89614508 0.93985212 0.93118888 0.9224925  0.91853713 0.97204258
 0.96247261 0.95286911 0.94426085 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",basura
"[0.97230086 0.92464941 0.87512946 0.83911839 0.80579338 0.89144231
 0.88807865 0.89268774 0.89970405 0.92930708 0.91814916 0.90829861
 0.90562459 0.96450505 0.94874728 0.93732724 0.9327189  0.99570873
 0.97988727 0.96944513 0.96161379 0.72632086 0.69320576 0.68564027
 0.69405752 0.69680814 0.74122352 0.78914927 0.81743539 0.83861729
 0.77835824 0.80724979 0.80448445 0.79677211 0.80212321 0.81290322
 0.80072111 0.78973847 0.81798703 0.8208664  0.80729048 0.79624043]",basura
"[0.72576518 0.69529827 0.6777926  0.66293417 0.63622541 0.7007075
 0.74985167 0.7812712  0.80492351 0.73997854 0.78719404 0.79681717
 0.79749486 0.77519125 0.80903626 0.80664381 0.79724663 0.80574056
 0.82683384 0.81978646 0.80780358 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",basura
